participantId,trialId,Condition,responsePrompt,answer,Sentiments,Tags,Index
5dd71896670d1a6af9f20eee,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"It is confusing. Since the items are grand slam winners, I understand that a tennis player must win all 4 major tournaments (sets) to be considered. But I'm a little confused by the timeline in which the player would have been a repeat winner, etc.",Negative,,51
66c5feea08e0368a0da64d38,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,These stats represent well the info from all organisation,,"Insight about Text Description,concise",396
5efb49177e130c0785b93842,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,It's concise while retaining some detail to help you to visualize the data,,"concise,Insight about Text Description",96
66a90befd4b58c2cfb86e72a,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"The data shows that fatigue is the most common covid 19 symptom, which is often occurring with ansomia. Symptoms widely vary, with some combiniations being common while others are rare. A small group of cases show all six symptoms, which potentially indicates more a more severe illness. ",,"High level data observation,Similar observation as intersection properties,Similar observation as trend analysis section",327
574dc90512d86b000f833ab0,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,The set sizes have a lot of variation but the intersection properties seem very similar.,,"Insight about set properties,Insight about intersection properties,High level data observation,Wrong insight",1
61080d1c39e080da7841eade,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"UNESCO is part of many intersections, though it is not the largest set.  The intersection values also differ wildly, reflecting very different intersections of these organizations.",,"High level data observation,Insight about intersection properties",127
666ffa40c99c2f9c3a47e3e4,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,The set intersections are just 5.  and the largest set is UPU with 225 element.,,"Low level data observation,Insight about intersection properties",258
66962f162372082a3647f572,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"I've struggled to visualise how Just French Open can be the largest intersection, when the Australian Open on its own is the largest set.",,"Difficult to parse information,Insight about Text Description",313
665f9223c7db27a5d32d81ab,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,I'm not entirely sure what the take away from this is as well. Reading by text is even more confusing. I guess in summary just as the introduction says this data has covid symptoms as it's sets and it is plotting how many covid cases showed these symptoms.,,"Confusing,Difficult to parse information,Insight about Text Description",232
5ba855d47c0ebe0001272f70,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Australian Open is the most commonly won grand slam. Only 9 times have all grand slams been won by a player.,,High level data observation,37
6131597390b9cf1cfc3e8a76,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,The text description is easier and quicker to understand than just the visual graph information for me personally,,"Insight about Text Description,Easy to parse information from text than only vis",141
66ba5f3894e5b3812210f9bb,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"At least 32 covid cases had different symptoms to the ones presented in the data set. In 281 covid cases, patients had symptoms of anosmia and fatigue.",,"Low level data observation,Insight about intersection properties",348
5e02e5144acfb9e385bb4c5a,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"I don't feel like I've gained much of anything from the data, other than what is written on the page. As in, I don't really feel as if there is anything to interpret out of this data.",Negative,"Insight about Text Description,Difficult to parse information",66
652d36620eca7decc5bd4466,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Just words kind of make it hard to visualize and generate an idea.,,"Difficult to parse information,Insight about Text Description",178
669588e8ad1745596a02a04b,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,,,,306
666c6ddc652f38b0355bc344,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,i prefer the written description over the upset chart,,Preference on text description (over both),247
66ccc8f8819490330c532373,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,I found it a little difficult to understand what exactly was being measured and with no visual representation it became harder to imagine what are sets and what are intersections,,"Insight about Text Description,Difficult to parse information,Easy to parse information from vis than only text",402
5bf60707345b9b00016f0e97,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Many more people suffered fatigue than shortness of breath,,High level data observation,43
6689878009ea0b87ff9b6ddc,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Most Grand Slam winners only win at one type of Grand Slam Tournaments and not across different tournaments.,,"High level data observation,Similar observation as intersection properties,Similar observation as trend analysis section",298
5deb9c5a4de9422935efe5e7,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,there is a lot of divergence. Fatigue is the biggest set by a distance. the largest intersection is significantly bigger then the smallest.,,"Low level data observation,Insight about set properties,Insight about intersection properties",56
66c4dee716f98496f9638591,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,That 117 countries have 5 mutual orgs,,"Low level data observation,Insight about intersection properties",376
6668c49e07ce221e29f2bc5a,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Text description shows all the important information of this dataset.,,"concise,Insight about Text Description",241
66ade2c28a85033cab570717,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,It was easier to read in this formst,,"Insight about Text Description,Easy to parse information from text than only vis,Easy to read",332
66c4d2c2713b223511e4e676,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Harder to process,,"Insight about Text Description,Difficult to parse information",373
6008793f0294554adc85c346,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,upu is the international organization which has biggest number of member country,,"Insight about set properties,Low level data observation",108
6684445f6894372c54825fd4,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Still a bit confused how the inter-sectioning works,,"Confusing,Insight about Text Description",291
63ea445c759d5bf0e3f63739,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,They all overlie with each other a little bit,,,163
5997043dbbe84800017964a7,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,ifount it confusing at times,,"Insight about Text Description,Confusing",21
6658bba67f3c13a15a86d803,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"There is a wide range of COVID symptoms, some a lot more than others and many patients with more than 1 symptom at any given time. ",,"Low level data observation,Similar observation as intersection properties",211
65da51b212ad91d9df1913fd,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"I'm finding the UpSets quite confusing.
I'd rather using traditional graphing.",,"upset are confusing,rather like traditional graphs",191
6659e2efdb732dbd7f707a98,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"Without a graph to visualise the data easier, the information can be quite confusing. However the headings are split up nicely, so finding the section you want to look at is quite easy.",,"Insight about Text Description,Confusing,headings and sections are nice to look at easily",221
5e63cacbe43f28152567f42b,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"There is a large divergence between set sizes, quite a few non-empty intersections",,"Insight about set properties,Insight about intersection properties,Wrong insight",71
66469f5d40d395a527be84c8,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Deep understanding to better understand.,,"Difficult to parse information,deep understanding required",202
650b604dbf69c1cada1ba416,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Covid-19 causes a great amount of fatigue as well as lots of cases of coughing.,,"Insight about set properties,Low level data observation",171
5755c957eb80c4000741a9ce,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"That there seems to be a major overlap with the biggest organisations, and the rest are fairly insignificant. ",,"Insight about intersection properties,Low level data observation",6
5ee1cf1e0df8e55c6b9e1f1a,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,It is cool that the different sets are present in non-empty intersections,,,92
66c535b047ab0893183e06d8,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"The keys take away is that covid have multiple symptoms and from the data provided, the most common of covid symptoms is fatigue",,"Low level data observation,Insight about intersection properties,Wrong insight",383
668221ef283ed3e39954487f,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Interesting read and project,,interesting project,282
610f7244c65ae4e57858a700,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"Without the visual aspect, it was a bit harder to determine if their was in intersection that contained all the organizations. I had to reread a few times to make sure I didn't miss a name.",,"Difficult to parse information,Preference on Text and Vis both,complex without vis",132
60188c50141a9415c30301e0,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Covid has a lot of symptoms but a few key ones are common in most cases,,"Low level data observation,Insight about intersection properties,Similar observation as trend analysis section",112
5c6c260dce4e560001f75731,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,The international organisations are very inter-twined,,"Insight about intersection properties,Low level data observation",47
628254ec789e78a3dcd22d99,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"After understanding how to read the information, I found it very simple to find exactly what I needed in a short amount of time to answer the questions.",,Easy to parse information,146
66b544ce73d3561af98d76e1,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,This is perhaps the most difficult method on reading the data. The diagram helps to summarize the data and to get the answer more quickly.,,"Insight about Text Description,Difficult to parse information",338
603d90a1cd5c8ec6df906814,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"It is most common to win just one tennis grand slam tournament - just the French, Australian, or US. The next most common is to win three Australian/US/Wimbledon.
",,"Low level data observation,Insight about intersection properties",118
6678757b671f246b4c1b4f6c,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Its different. Takes a bit of getting used to,,"Difficult to parse information,Insight about Text Description",266
666cb540cd1f9d9f05c12105,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,Reading the descriptions helped me answer the questions efficiently.,,"Insight about Text and Vis both,efficient",252
66bcc667ba1619c089fecbbb,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,That the Australian Open had the most winners.,,"Low level data observation,Insight about intersection properties",353
66c5f3b24507c79830b451a7,Tennis-Text-Q3,Text,What are your insights and take-aways from the description of this data?,"The all-set data is less obvious in a written format, as I expect it to be featured with the rest of the intersection data and not on its own.",,"Insight about Text Description,talking about special attributes- all set intersection,no set/ all set should be at intersection properties",393
663e5c83c1599fe4e23d98ae,Organizations-Text-Q3,Text,What are your insights and take-aways from the description of this data?,I was kind of confused with trend analysis aspect of the data,,"Insight about Text Description,trend analysis confusing",197
611116ac01f43eeeb3cdeff3,Covid-Text-Q3,Text,What are your insights and take-aways from the description of this data?,There is a lot of variation in the symptoms that are common with COVID-19.,,Low level data observation,137
66c535b047ab0893183e06d8,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,It helped to visualize the different international organization thereby helping my understanding  of their relationship.  The data sets provided clue to this visualization,,High level data observation,381
5ecc0077922a5d0a247e79ac,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,The plot is very easy to understand.,,"Easy to parse information,Insight about Vis",78
669588e8ad1745596a02a04b,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,,,,307
5ece9e3b3a19db0cf5af6692,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,The visuals alone made it more difficult i prefer the combination of visual and written explanations.,Negative,"Preference on Text and Vis both,Difficult to parse information",83
66c5d1accc092f147f94b363,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Australian is the biggest set and french is the smallest set. Biggest intersection is the french open,,"Low level data observation,Insight about set properties,Insight about intersection properties",387
66bcc667ba1619c089fecbbb,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,That UPU has the most member countries and that a lot of countries are involved in multiple groups.,,"Low level data observation,Insight about set properties",351
66c5f3b24507c79830b451a7,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"It was not immediately intuitive but after reviewing the directions, it quickly became easier to understand.",,"Insight about Vis,steep leraning curve,initially difficult to parse information",391
6684089a4c68d1a42da1cfaa,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Easier to read than the written form,,"Easy to parse information from vis than only text,Insight about Vis",287
666c6ddc652f38b0355bc344,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,easy to read,,Easy to read,248
666cb540cd1f9d9f05c12105,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"Some things were simple to see, such as number of sets and intersections. However I am not generally confident on relying on just visualization. Although this may be because this method of displaying data is new to me.",,"Preference on Text and Vis both,Difficult to parse information",253
66ce0e269e0d2cd124df4887,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"It,s interesting to see how many member countries are in the same organizations/seem to share similar values.",,"High level data observation,Similar observation as intersection properties",411
669eb09f44fd00f288eb8eb6,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"There is a great discrepancy in covid symptoms, with 5 key symptoms often occurring alone or with 1-2 other symptoms, and more rarely alongside multiple symptoms",,"High level data observation,Similar observation as intersection properties,Similar observation as set properties",316
66a51057a123a32824a9a9e0,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,THE PLOT IS NOT TOO CLEAR FOR THIS DATA,,"Difficult to parse information,Insight about Vis",322
641ecfa9f83175a3d9f63636,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"The presence of G-5 and SICA in the task response options threw me off, as these organisations are not part of the dataset, but again I found this easy to comprehend. A more varied dataset than last time.",,"Easy to parse information,Comment about data content,Organization data has variety,Insight about Vis",168
6678757b671f246b4c1b4f6c,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Much easier to convey than the last one,,"Easy to parse information from vis than only text,Insight about Vis",267
5955a3eb98c9c400019f5c5f,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,I think the set is about government organizations but I'm not sure.,,"Wrong insight,Comment about data content",12
6655a626a0a93488c8fb143b,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,most players only win one tournament,,"Low level data observation,Similar observation as intersection properties,Similar observation as trend analysis section",206
6664661dece3c191d9dd5ab2,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Visual info much easier to read,,"Insight about Vis,Easy to parse information,Easy to parse information from vis than only text",237
5755c957eb80c4000741a9ce,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,That generally winners specialise in only one thing or are good at everything. It's rare for them to specialise in two things rather than one/all.,,"Insight about intersection properties,High level data observation",8
6658bba67f3c13a15a86d803,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Australian and French are the most played tennis grand slam tournaments and the most won. Wimbledon is the least won on it's own.,,"Similar observation as intersection properties,Similar observation as trend analysis section,Low level data observation",212
659ea43fea7c0cc45bbe771f,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"Plot clearly shows the largest set is UPU and largest intersection includes 5 sets which are Interpol, UN, UNESCO, UPU and WHO. I can also see that there is no intersection that includes all the sets. Plot data is clear and easy to read.",,"Low level data observation,Insight about intersection properties,Insight about set properties,Easy to parse information,concise",188
6008793f0294554adc85c346,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Australian tournament winners are the most. The winners who won all 4 tournaments are 9,,"Insight about set properties,Insight about intersection properties,Low level data observation",107
66962f162372082a3647f572,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"It was understandable, and I'm getting the hang of the system.",,"Easy to parse information,Insight about Vis",312
66b544ce73d3561af98d76e1,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"The set sizes are very similar. Regardless of being the biggest intersection, Australian is still the biggest set.",,"Low level data observation,Insight about set properties",336
666ffa40c99c2f9c3a47e3e4,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,There are more symptoms of fatigue and Anosmia in the data set given for Covid cases.,,"Low level data observation,Insight about set properties",256
6681577c9263349cc005ad9b,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,nothing to add,,,278
66c4dee716f98496f9638591,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,That most people who get covid will have Anosmia and Fatigue. Shortness of (breath) is the most rare symptom,,"Low level data observation,Insight about intersection properties,Insight about set properties",377
66cdd1ad42828e8da522ddb1,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,the largest tournament doesn't necessitate the most grand slam winners.,,"High level data observation,Similar observation as intersection properties,Similar observation as set properties",406
5aebc4ac75deca00016252ea,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,The UpSet plot shows covid cases and their symptoms,,Comment about data content,33
66c4d2c2713b223511e4e676,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Same as before,,"Insight about Vis,easy to parse information from vis",372
650b604dbf69c1cada1ba416,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Australian and french open are the most prestigious tournaments with the most intersections of champions!,,"Insight about set properties,Insight about intersection properties,Low level data observation",173
6315ffdb9876ded7feefaf07,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,UPU has the biggest data set and the largest intersection is 117. The information is presented efficiently and is easy to understand.,,"Low level data observation,Insight about set properties,Insight about intersection properties,Easy to parse information,Insight about Vis",156
66c5feea08e0368a0da64d38,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,fatigue is the most symptom,,"Low level data observation,Insight about set properties",398
665f9223c7db27a5d32d81ab,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"To be honest the plot is confusing and might take a while to get used to. I'm not sure what this is telling me, does it mean that when I see an all set intersection does it mean that all the tournaments where played on the same day and 9 people won all the 9 winners played in the same tournaments and they all won.
I really want to appreciate the plot here because it looks visually appealing but I find it hard to make sense of the data.",,"Confusing,Difficult to parse information,Insight about Vis",231
653ad51a96ba72b4243e5c07,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,It is an interesting plot for the data points. Especially the fact that although a lot of people won the French Open (the most individual tournament) more people won the Australian tournament as well as other games. This is likely due to the sizes being so closely.,,"Likes concept format of UpSet plot,High level data observation,Insight about set properties",181
60fcd02deba2c8e1ed1f0723,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,The plot shows a good steady decrease in data. Most of the cases shown have roughly only a few symptoms. The median having the most symptoms.,,"High level data observation,Similar observation as trend analysis section",123
5a893c8cf49c9a0001f3a221,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"The plot showed insight about member countries and their organizations, as well as how many share the same organizations.",,High level data observation,26
66a90befd4b58c2cfb86e72a,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"My insight for this would be that the largest group of 117, is part of a single organization (UNESCO).

The smaller groups belong to multiple organizations simultaneously. And the lastly the plot, helps identify how countries are distributed across  multiple organizations .",,"High level data observation,Similar observation as intersection properties,Similar observation as trend analysis section,Wrong insight",328
5e63cacbe43f28152567f42b,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,I found this the easiest to interpret - perhaps lack of text data removed some of the complexity.,Positive,"Insight about Vis,Preference on Vis,""Less text, less complexity""",73
6659e2efdb732dbd7f707a98,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"I feel that since this had a smaller set size the data was easier to understand anyway, however the graph is much easier to read than the text data.",,"Easy data,Comment about data content,Easy to parse information,Easy to parse information from vis than only text",223
60188c50141a9415c30301e0,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,NATO seems to have a negative effect on countries joining other international otganziations for whatever reasons.,,,113
65da51b212ad91d9df1913fd,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Showing who's won the Tennis Grand Slam by country?,,Confusing,193
668221ef283ed3e39954487f,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Trickier,,"Difficult to parse information,Insight about Vis",283
611116ac01f43eeeb3cdeff3,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,More winners won the French Open tournament than any other despite not being the largest set.,,High level data observation,136
66ccc8f8819490330c532373,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"It's a good way to convey a lot of data simply, and see their correlation",,"Insight about Vis,comment on upset,Likes concept format of UpSet plot",401
66469f5d40d395a527be84c8,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"Overall, the study has steps and provides an accessible understanding of the project. ",Positive,"Talks about survey itself,helps to understand the project",201
66bff58ff2d1a5f273431584,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"visualization is helpful at a glance
French open has the largest intersection but is not the largest set",,"Low level data observation,Insight about intersection properties",368
6131597390b9cf1cfc3e8a76,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,I find the graph to be a bit confusing when it comes to answering some of the questions,,"Insight about Vis,Confusing,Difficult to parse information",142
5ba855d47c0ebe0001272f70,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Most common symptom is fatigue. Fatigue and anosmia are the most common combination of symptoms.,,Low level data observation,36
66ba5f3894e5b3812210f9bb,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"It appears that at least 9 individuals have won all grand slam tournaments. The easiest tournament to win, judging by how many individuals have won it, is French Open, won by 23 individuals.",,"High level data observation,Similar observation as intersection properties",347
6668c49e07ce221e29f2bc5a,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"Data visualization organizes the information better, but if asked for the value of the largest set, it might require performing calculations.",,"Insight about Vis,information presentation better than text,calculation needed to parse information",242
66becf77a87578f124f8a036,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"Similar insights to previous one. It is very easy to see that fatigue is the largest set. The smallest set is probably shortness of breath, however, due to the nature of the graph, you can not read it. The plot should be extended vertically. ",,"comment on upset,Difficult to parse information,Insight about set properties,Low level data observation",362
597fe89a1b41a20001749f57,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Some of the organizations are more popular than others and they occur in groups more often than alone.,,"Insight about intersection properties,High level data observation",17
6695703cec19c758ec8dbd7c,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,The Australian open is the most won slam and Wimbledon  is the least won slam. There are 9 winners who have won all 4 slams. Every combination of slams has been achieved.,,"High level data observation,Similar observation as set properties,Similar observation as intersection properties",301
62bb4c95ca36f792585cb4b5,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,I still have an easier time understanding the data with a visual than without. But it is harder without the text alongside it.,,"Preference on Text and Vis both,Insight about Text and Vis both,Easy to parse information,Insight about Vis,more easy with both",153
66ade2c28a85033cab570717,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Useful but still difficult to fully grasp,,"Difficult to parse information,Insight about Vis",331
652d36620eca7decc5bd4466,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Visualizing makes it easier.,,"Easy to parse information,Insight about Vis",177
6658cf093c3b7a255aeae9eb,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,That there is a lot of Covid sympoms. It’s common for people to feel fatigue and that overlap with anosmia a lot. F,,"Low level data observation,Insight about intersection properties",217
603d90a1cd5c8ec6df906814,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"Fatigue and Anosmia together are the most common covid symptoms. It is possible to have all of the listed covid symptoms at once, but is most common to have 1-3 at a time.
",,"High level data observation,Similar observation as trend analysis section,Insight about intersection properties",117
5997043dbbe84800017964a7,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,really diffficult,,"Insight about Vis,Difficult to parse information",23
5ed7b0c59a2ae024836e32d5,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"Interprol, UN, UNESCO, UPU and WHO have the biggest intersection",,"Insight about intersection properties,Low level data observation",86
5e02e5144acfb9e385bb4c5a,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"That the vast majority of member countries that are a part of the international organizations shown are usually apart of the same five--Interpol, UN, UNESCO, UPU, and WHO. ",,"Similar observation as intersection properties,Similar observation as set properties,High level data observation",68
6672eb5ae4c4aa0c62b18d46,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"The most common COVID symptom is Fatigue followed by Anosmia.  Also, the Ansomia and Fatigue is the most common symptoms to come togather",,"Low level data observation,Insight about set properties,Insight about intersection properties",262
610f7244c65ae4e57858a700,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"Although more people won  just the French Grand Slam, there's a higher number of people who won the Australian one and another grand slam. I think the plot mostly shows this on its own, but a text description would get this across faster.",,"Insight about Vis,Easy to parse information,Faster to parse information with text alongside",133
6689878009ea0b87ff9b6ddc,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Anosmia and fatigue are most likely to occur together in covid cases.,,"Insight about intersection properties,Low level data observation",296
5dff767f69a117bc2fbd4be8,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,It is really very easy and efficient for analysing and understanding the data almost at a glance,Positive,Insight about Vis,61
665c72ef8e6e166f13aee9f6,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"sets are 7, intersection is the upu, has the lowest selection, and its 18 large, high set is still upu making the set and intersection similar",,"Insight about intersection properties,Insight about set properties,Wrong insight",227
5bf60707345b9b00016f0e97,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Not a lot of members are in SAARC,,High level data observation,42
66ba287d1cd394ac6c21a43c,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"It contains 6 sets with largest data set is Fatigue.

Largest intersection is anosmia and fatigue with 281 size.

all intersection has all sets.",,"Low level data observation,Insight about set properties",343
5deb9c5a4de9422935efe5e7,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Single wins at the french and Aus are very common. Multiple winners of tournaments are rarer but there are a lot close together in number. wimbledon is harder to win,,"High level data observation,Similar observation as trend analysis section",57
6684445f6894372c54825fd4,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,I have no take-aways,,,292
61080d1c39e080da7841eade,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"anosmia is common in many cases, especially alongside fatigue (and often cough).  Fatigue is also very commonly present.",,"Low level data observation,Insight about set properties,Insight about intersection properties",126
5ee1cf1e0df8e55c6b9e1f1a,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,The sets are distributed properly such that it is not difficult to see which is the largest and which is the smallest.,,Easy to parse information,91
663e5c83c1599fe4e23d98ae,Tennis-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,The amount of winners at each grand slam torunament is similar,,"Insight about set properties,Low level data observation,Wrong insight",198
667ae30569196599fa6b0ba9,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,It was clear without the need for text.,,"Insight about Vis,Easy to parse information",272
574dc90512d86b000f833ab0,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,There is a large divergence in the sets and the intersections.,,"Insight about set properties,Insight about intersection properties,Low level data observation",2
5efb49177e130c0785b93842,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,As this is a new way of interpreting data I am not as confident without the written explanation alongside  to support my understanding,,"Preference on Text and Vis both,complex without text,Difficult to parse information",98
63ea445c759d5bf0e3f63739,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,Fatifue is amajor issue and is in almost all cases,,"Insight about set properties,Similar observation as intersection properties,Insight about intersection properties,Low level data observation",161
66bce91186a8da8151c30f61,Organizations-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"1.That most of the member countries are part of multiple organisation.
2.Most of the member countries are in exactly same organisations.
3.Only 19 member countries are in a single organisation.
4.Only 5 member countries are not in any organisation.
",,"Low level data observation,Insight about intersection properties",356
5dd71896670d1a6af9f20eee,Covid-Vis-Q3,Vis,What are your insights and take-aways from this plot for this data?,"I appreciated the visual much more than the text-only, and I found it more understandable.",Positive,"Insight about Vis,Preference on VIS (over text only)",52
